Ticket,Date,Resultat_net,BNPA,Dividende,Description,Profile_Téléphone_,Profile_Adresse_,Profile_Dirigeants_,Profile_Nombre_de_titres_,Profile_Valorisation_de_la_société_,Company_Name,Pays,Secteur,Trismestre,chiffre,PER
SLBC.ci,2022,22020,13377.35,4050,"SOLIBRA (Societé de Limonaderie et Brasserie d'Afrique) produit et distribue de la bière, d'autres boissons alcooliques et non alcoolisées en côte d’ivoire. 
 C'est la société leader sur le marché des boissons alcoolisées, de boissons gazeuses et sur le marché des eaux minérales. En mai 2017, SOLIBRA a procèdé à la fusion absorption de « Les Brasseries Ivoiriennes » (LBI) racheté 2 ans plus tôt par le groupe BGI formant ainsi le groupe SOLIBRA. 
 Le portefeuille de la marque SOLIBRA intègre 16 marques et plus de 92 produits. Le principal produit sur le segment de la bière est «BOCK». Avec une capacité installée de 5,54 millions Hl, SOLIBRA dispose de quatre (4) sites de production dont deux (2) situés à Abidjan Yopougon, un (1) à Abidjan Zone III et un (1) à Bouaflé.",(+225) 21-21-12-00,"Rue Canal ZONE 3, Abidjan  Abidjan",Cyril SEGONDS,1 646 084,137 036 MFCFA,SOLIBRA Cote d'Ivoire,Cote Ivoire,Industrie,Pas encore%,299269,6.22
SLBC.ci,2023,1217,739.51,0,"SOLIBRA (Societé de Limonaderie et Brasserie d'Afrique) produit et distribue de la bière, d'autres boissons alcooliques et non alcoolisées en côte d’ivoire. 
 C'est la société leader sur le marché des boissons alcoolisées, de boissons gazeuses et sur le marché des eaux minérales. En mai 2017, SOLIBRA a procèdé à la fusion absorption de « Les Brasseries Ivoiriennes » (LBI) racheté 2 ans plus tôt par le groupe BGI formant ainsi le groupe SOLIBRA. 
 Le portefeuille de la marque SOLIBRA intègre 16 marques et plus de 92 produits. Le principal produit sur le segment de la bière est «BOCK». Avec une capacité installée de 5,54 millions Hl, SOLIBRA dispose de quatre (4) sites de production dont deux (2) situés à Abidjan Yopougon, un (1) à Abidjan Zone III et un (1) à Bouaflé.",(+225) 21-21-12-00,"Rue Canal ZONE 3, Abidjan  Abidjan",Cyril SEGONDS,1 646 084,137 036 MFCFA,SOLIBRA Cote d'Ivoire,Cote Ivoire,Industrie,Pas encore%,281880,112.57
SLBC.ci,2024,15078,9160.0,2700,"SOLIBRA (Societé de Limonaderie et Brasserie d'Afrique) produit et distribue de la bière, d'autres boissons alcooliques et non alcoolisées en côte d’ivoire. 
 C'est la société leader sur le marché des boissons alcoolisées, de boissons gazeuses et sur le marché des eaux minérales. En mai 2017, SOLIBRA a procèdé à la fusion absorption de « Les Brasseries Ivoiriennes » (LBI) racheté 2 ans plus tôt par le groupe BGI formant ainsi le groupe SOLIBRA. 
 Le portefeuille de la marque SOLIBRA intègre 16 marques et plus de 92 produits. Le principal produit sur le segment de la bière est «BOCK». Avec une capacité installée de 5,54 millions Hl, SOLIBRA dispose de quatre (4) sites de production dont deux (2) situés à Abidjan Yopougon, un (1) à Abidjan Zone III et un (1) à Bouaflé.",(+225) 21-21-12-00,"Rue Canal ZONE 3, Abidjan  Abidjan",Cyril SEGONDS,1 646 084,137 036 MFCFA,SOLIBRA Cote d'Ivoire,Cote Ivoire,Industrie,Pas encore%,311395,9.09
TTLS.sn,2020,5827,178.87,105,"Présent au Sénégal depuis 1954, TOTAL est le leader du marketing des produits pétroliers dans le pays. La société est cotée à la bourse régionale (BRVM) depuis le 20 février 2015.  TOTAL SENEGAL possède le plus grand réseau de stations-service avec 173 stations à l'échelle nationale en 2016.  L'ensemble des activités de TOTAL Sénégal comprend l'importation, le stockage et la distribution de produits pétroliers. Ces produits sont répartis entre les métiers suivants: le réseau des stations-service, les clients industriels et commerciaux, les carburants d'aviation, les carburants pour la marine, les lubrifiants et le GPL.",(+221) 33 864 90 00,"Route de l'Aéroport sur la station total NGOR, Sénégal","Président-Directeur Général : Samba Salfal SEYE, Directeur Général: Hamady SY",32 577 700,71 671 MFCFA,TOTAL SENEGAL,Senegal,Industrie,-26 %,448269,13.36
TTLS.sn,2021,6064,186.14,224,"Présent au Sénégal depuis 1954, TOTAL est le leader du marketing des produits pétroliers dans le pays. La société est cotée à la bourse régionale (BRVM) depuis le 20 février 2015.  TOTAL SENEGAL possède le plus grand réseau de stations-service avec 173 stations à l'échelle nationale en 2016.  L'ensemble des activités de TOTAL Sénégal comprend l'importation, le stockage et la distribution de produits pétroliers. Ces produits sont répartis entre les métiers suivants: le réseau des stations-service, les clients industriels et commerciaux, les carburants d'aviation, les carburants pour la marine, les lubrifiants et le GPL.",(+221) 33 864 90 00,"Route de l'Aéroport sur la station total NGOR, Sénégal","Président-Directeur Général : Samba Salfal SEYE, Directeur Général: Hamady SY",32 577 700,71 671 MFCFA,TOTAL SENEGAL,Senegal,Industrie,-26 %,384493,12.84
TTLS.sn,2022,4693,144.05,187,"Présent au Sénégal depuis 1954, TOTAL est le leader du marketing des produits pétroliers dans le pays. La société est cotée à la bourse régionale (BRVM) depuis le 20 février 2015.  TOTAL SENEGAL possède le plus grand réseau de stations-service avec 173 stations à l'échelle nationale en 2016.  L'ensemble des activités de TOTAL Sénégal comprend l'importation, le stockage et la distribution de produits pétroliers. Ces produits sont répartis entre les métiers suivants: le réseau des stations-service, les clients industriels et commerciaux, les carburants d'aviation, les carburants pour la marine, les lubrifiants et le GPL.",(+221) 33 864 90 00,"Route de l'Aéroport sur la station total NGOR, Sénégal","Président-Directeur Général : Samba Salfal SEYE, Directeur Général: Hamady SY",32 577 700,71 671 MFCFA,TOTAL SENEGAL,Senegal,Industrie,-26 %,395458,16.59
TTLS.sn,2023,8475,260.15,234,"Présent au Sénégal depuis 1954, TOTAL est le leader du marketing des produits pétroliers dans le pays. La société est cotée à la bourse régionale (BRVM) depuis le 20 février 2015.  TOTAL SENEGAL possède le plus grand réseau de stations-service avec 173 stations à l'échelle nationale en 2016.  L'ensemble des activités de TOTAL Sénégal comprend l'importation, le stockage et la distribution de produits pétroliers. Ces produits sont répartis entre les métiers suivants: le réseau des stations-service, les clients industriels et commerciaux, les carburants d'aviation, les carburants pour la marine, les lubrifiants et le GPL.",(+221) 33 864 90 00,"Route de l'Aéroport sur la station total NGOR, Sénégal","Président-Directeur Général : Samba Salfal SEYE, Directeur Général: Hamady SY",32 577 700,71 671 MFCFA,TOTAL SENEGAL,Senegal,Industrie,-26 %,477813,9.19
TTLS.sn,2024,4222,130.0,200,"Présent au Sénégal depuis 1954, TOTAL est le leader du marketing des produits pétroliers dans le pays. La société est cotée à la bourse régionale (BRVM) depuis le 20 février 2015.  TOTAL SENEGAL possède le plus grand réseau de stations-service avec 173 stations à l'échelle nationale en 2016.  L'ensemble des activités de TOTAL Sénégal comprend l'importation, le stockage et la distribution de produits pétroliers. Ces produits sont répartis entre les métiers suivants: le réseau des stations-service, les clients industriels et commerciaux, les carburants d'aviation, les carburants pour la marine, les lubrifiants et le GPL.",(+221) 33 864 90 00,"Route de l'Aéroport sur la station total NGOR, Sénégal","Président-Directeur Général : Samba Salfal SEYE, Directeur Général: Hamady SY",32 577 700,71 671 MFCFA,TOTAL SENEGAL,Senegal,Industrie,-26 %,499194,18.38
TTLC.ci,2020,10419,165.47,114,"TOTAL CI fait partie du Total Group, qui est la quatrième plus grande société internationale de pétrole et de gaz intégrée en bourse dans le monde avec une présence dans plus de 100 pays. La société existe en Côte d'Ivoire depuis 1947. 
 La filiale ivoirienne du géant français opère dans la distribution de produits pétroliers et services associés ainsi que du trading. Avec un réseau de plus de 170 stations-service à travers le pays, Total CI est le leader de la distribution de carburant.",(+225) 20 -31-61-16,"Immeuble Rive Gauche 100, rue des brasseurs - Zone 3, Côte d'Ivoire  Abidjan",Almoktar ALLAHOURY,62 961 600,131 590 MFCFA,Total Côte Ivoire,Cote Ivoire,Industrie,"-23,7 %",453734,12.75
TTLC.ci,2021,7648,121.0,109,"TOTAL CI fait partie du Total Group, qui est la quatrième plus grande société internationale de pétrole et de gaz intégrée en bourse dans le monde avec une présence dans plus de 100 pays. La société existe en Côte d'Ivoire depuis 1947. 
 La filiale ivoirienne du géant français opère dans la distribution de produits pétroliers et services associés ainsi que du trading. Avec un réseau de plus de 170 stations-service à travers le pays, Total CI est le leader de la distribution de carburant.",(+225) 20 -31-61-16,"Immeuble Rive Gauche 100, rue des brasseurs - Zone 3, Côte d'Ivoire  Abidjan",Almoktar ALLAHOURY,62 961 600,131 590 MFCFA,Total Côte Ivoire,Cote Ivoire,Industrie,"-23,7 %",416080,17.44
TTLC.ci,2022,11143,176.99,159,"TOTAL CI fait partie du Total Group, qui est la quatrième plus grande société internationale de pétrole et de gaz intégrée en bourse dans le monde avec une présence dans plus de 100 pays. La société existe en Côte d'Ivoire depuis 1947. 
 La filiale ivoirienne du géant français opère dans la distribution de produits pétroliers et services associés ainsi que du trading. Avec un réseau de plus de 170 stations-service à travers le pays, Total CI est le leader de la distribution de carburant.",(+225) 20 -31-61-16,"Immeuble Rive Gauche 100, rue des brasseurs - Zone 3, Côte d'Ivoire  Abidjan",Almoktar ALLAHOURY,62 961 600,131 590 MFCFA,Total Côte Ivoire,Cote Ivoire,Industrie,"-23,7 %",500871,11.92
TTLC.ci,2023,12279,195.03,176,"TOTAL CI fait partie du Total Group, qui est la quatrième plus grande société internationale de pétrole et de gaz intégrée en bourse dans le monde avec une présence dans plus de 100 pays. La société existe en Côte d'Ivoire depuis 1947. 
 La filiale ivoirienne du géant français opère dans la distribution de produits pétroliers et services associés ainsi que du trading. Avec un réseau de plus de 170 stations-service à travers le pays, Total CI est le leader de la distribution de carburant.",(+225) 20 -31-61-16,"Immeuble Rive Gauche 100, rue des brasseurs - Zone 3, Côte d'Ivoire  Abidjan",Almoktar ALLAHOURY,62 961 600,131 590 MFCFA,Total Côte Ivoire,Cote Ivoire,Industrie,"-23,7 %",573130,10.82
TTLC.ci,2024,8709,138.0,200,"TOTAL CI fait partie du Total Group, qui est la quatrième plus grande société internationale de pétrole et de gaz intégrée en bourse dans le monde avec une présence dans plus de 100 pays. La société existe en Côte d'Ivoire depuis 1947. 
 La filiale ivoirienne du géant français opère dans la distribution de produits pétroliers et services associés ainsi que du trading. Avec un réseau de plus de 170 stations-service à travers le pays, Total CI est le leader de la distribution de carburant.",(+225) 20 -31-61-16,"Immeuble Rive Gauche 100, rue des brasseurs - Zone 3, Côte d'Ivoire  Abidjan",Almoktar ALLAHOURY,62 961 600,131 590 MFCFA,Total Côte Ivoire,Cote Ivoire,Industrie,"-23,7 %",589577,15.29
SHEC.ci,2020,5465,8675.0,64,VIVO ENERGY Côte d'Ivoire est l'un des principaux acteurs du marché des carburants différenciés et des lubrifiants.,(+225) 21-75-27-27,"Rue des pétroliers, Zone Industrielle de Vridi Abidjan",Abou Sow,63 000 000,46 305 MFCFA,VIVO Energy,Cote Ivoire,Distribution,+48 %,354252,9.8
SHEC.ci,2021,-4858,-7711.0,0,VIVO ENERGY Côte d'Ivoire est l'un des principaux acteurs du marché des carburants différenciés et des lubrifiants.,(+225) 21-75-27-27,"Rue des pétroliers, Zone Industrielle de Vridi Abidjan",Abou Sow,63 000 000,46 305 MFCFA,VIVO Energy,Cote Ivoire,Distribution,+48 %,312991,0.0
SHEC.ci,2022,2140,3397.0,29,VIVO ENERGY Côte d'Ivoire est l'un des principaux acteurs du marché des carburants différenciés et des lubrifiants.,(+225) 21-75-27-27,"Rue des pétroliers, Zone Industrielle de Vridi Abidjan",Abou Sow,63 000 000,46 305 MFCFA,VIVO Energy,Cote Ivoire,Distribution,+48 %,366163,25.02
SHEC.ci,2023,3753,5956.0,53,VIVO ENERGY Côte d'Ivoire est l'un des principaux acteurs du marché des carburants différenciés et des lubrifiants.,(+225) 21-75-27-27,"Rue des pétroliers, Zone Industrielle de Vridi Abidjan",Abou Sow,63 000 000,46 305 MFCFA,VIVO Energy,Cote Ivoire,Distribution,+48 %,488902,14.27
SHEC.ci,2024,4012,6400.0,57,VIVO ENERGY Côte d'Ivoire est l'un des principaux acteurs du marché des carburants différenciés et des lubrifiants.,(+225) 21-75-27-27,"Rue des pétroliers, Zone Industrielle de Vridi Abidjan",Abou Sow,63 000 000,46 305 MFCFA,VIVO Energy,Cote Ivoire,Distribution,+48 %,550696,13.28
